source.name	sequenceID	length	pubmed_id	serotype	genotype	isolate_data.country	isolate_data.collection_year	isolate_data.sampled_host_sci_name
ncbi-curated	KF955530	7492	-	4	-	Cambodia	2008	Homo sapiens
ncbi-curated	KF955531	5827	-	4	4I	Thailand	2006	Homo sapiens
ncbi-curated	KF955533	5847	-	4	4I	Thailand	2006	Homo sapiens
ncbi-curated	KF955534	5847	-	4	4I	Thailand	2007	Homo sapiens
ncbi-curated	KF971695	10364	-	3	3III	Nicaragua	2009	Homo sapiens
ncbi-curated	KF971696	10418	-	3	3III	Nicaragua	2009	Homo sapiens
ncbi-curated	KF971697	7961	-	3	3III	Nicaragua	2009	Homo sapiens
ncbi-curated	KF971698	6730	-	3	3III	Nicaragua	2009	Homo sapiens
ncbi-curated	KF971699	10699	-	3	3III	Nicaragua	2009	Homo sapiens
ncbi-curated	KF971700	8161	-	3	3III	Nicaragua	2009	Homo sapiens
ncbi-curated	KF971701	7571	-	3	3III	Nicaragua	2009	Homo sapiens
ncbi-curated	KF971702	9306	-	3	3III	Nicaragua	2009	Homo sapiens
ncbi-curated	KF971703	8602	-	3	3III	Nicaragua	2009	Homo sapiens
ncbi-curated	KF971704	10053	-	3	3III	Nicaragua	2009	Homo sapiens
ncbi-curated	KF971705	9810	-	3	3III	Nicaragua	2009	Homo sapiens
ncbi-curated	KF971708	8464	-	3	3III	Nicaragua	2010	Homo sapiens
ncbi-curated	KF971709	10678	-	3	3III	Nicaragua	2009	Homo sapiens
ncbi-curated	KF971710	8206	-	3	3III	Nicaragua	2010	Homo sapiens
ncbi-curated	KF971711	10523	-	3	3III	Nicaragua	2010	Homo sapiens
ncbi-curated	KF971712	9095	-	1	1I	Viet Nam	2008	Homo sapiens
ncbi-curated	KF971869	10583	-	1	1I	China	2013	Homo sapiens
ncbi-curated	KF971870	10583	-	1	1I	China	2013	Homo sapiens
ncbi-curated	KF971871	10583	-	1	1I	China	2013	Homo sapiens
ncbi-curated	KF973453	10303	-	1	1V	Nicaragua	2011	Homo sapiens
ncbi-curated	KF973454	10619	-	1	-	Nicaragua	2012	Homo sapiens
ncbi-curated	KF973455	10606	-	1	-	Nicaragua	2012	Homo sapiens
ncbi-curated	KF973456	10327	-	1	-	Nicaragua	2012	Homo sapiens
ncbi-curated	KF973457	10615	-	1	1V	Nicaragua	2012	Homo sapiens
ncbi-curated	KF973458	10290	-	1	-	Nicaragua	2012	Homo sapiens
ncbi-curated	KF973459	10238	-	1	1V	Nicaragua	2011	Homo sapiens
ncbi-curated	KF973460	10630	-	1	-	Nicaragua	2011	Homo sapiens
ncbi-curated	KF973461	10580	-	1	1V	Nicaragua	2012	Homo sapiens
ncbi-curated	KF973462	10336	-	1	1V	Nicaragua	2011	Homo sapiens
ncbi-curated	KF973463	10608	-	1	-	Nicaragua	2012	Homo sapiens
ncbi-curated	KF973464	10608	-	1	1V	Nicaragua	2012	Homo sapiens
ncbi-curated	KF973465	10559	-	1	1V	Nicaragua	2012	Homo sapiens
ncbi-curated	KF973466	10618	-	1	-	Nicaragua	2012	Homo sapiens
ncbi-curated	KF973467	10198	-	1	-	Nicaragua	2012	Homo sapiens
ncbi-curated	KF973468	10599	-	1	1V	Nicaragua	2012	Homo sapiens
ncbi-curated	KF973469	10620	-	1	1V	Nicaragua	2012	Homo sapiens
ncbi-curated	KF973470	10731	-	1	1V	Nicaragua	2012	Homo sapiens
ncbi-curated	KF973471	10625	-	1	1V	Nicaragua	2012	Homo sapiens
ncbi-curated	KF973472	10616	-	1	-	Nicaragua	2012	Homo sapiens
ncbi-curated	KF973473	10304	-	1	-	Nicaragua	2012	Homo sapiens
ncbi-curated	KF973474	10616	-	1	-	Nicaragua	2012	Homo sapiens
ncbi-curated	KF973475	10615	-	1	-	Nicaragua	2012	Homo sapiens
ncbi-curated	KF973476	10696	-	3	3III	Nicaragua	2011	Homo sapiens
ncbi-curated	KF973477	10512	-	3	3III	Nicaragua	2011	Homo sapiens
ncbi-curated	KF973478	10584	-	3	3III	Nicaragua	2012	Homo sapiens
ncbi-curated	KF973479	10569	-	3	3III	Nicaragua	2012	Homo sapiens
ncbi-curated	KF973480	10569	-	3	3III	Nicaragua	2012	Homo sapiens
ncbi-curated	KF973481	10644	-	3	3III	Nicaragua	2011	Homo sapiens
ncbi-curated	KF973482	10584	-	3	3III	Nicaragua	2011	Homo sapiens
ncbi-curated	KF973483	10509	-	3	3III	Nicaragua	2011	Homo sapiens
ncbi-curated	KF973484	10578	-	3	3III	Nicaragua	2011	Homo sapiens
ncbi-curated	KF973485	10604	-	3	3III	Nicaragua	2011	Homo sapiens
ncbi-curated	KF973486	10576	-	3	3III	Nicaragua	2012	Homo sapiens
ncbi-curated	KF973487	10569	-	3	3III	Nicaragua	2011	Homo sapiens
ncbi-curated	KJ189255	10693	-	3	3III	Peru	2002	Homo sapiens
ncbi-curated	KJ189256	10693	-	3	3III	Peru	2002	Homo sapiens
ncbi-curated	KJ189257	10693	-	3	3III	Peru	2004	Homo sapiens
ncbi-curated	KJ189258	10692	-	3	3III	Peru	2002	Homo sapiens
ncbi-curated	KJ189259	10692	-	3	3III	Peru	2002	Homo sapiens
ncbi-curated	KJ189260	10692	-	3	3III	Peru	2002	Homo sapiens
ncbi-curated	KJ189261	10685	-	3	3III	Peru	2008	Homo sapiens
ncbi-curated	KJ189262	10692	-	3	3III	Peru	2004	Homo sapiens
ncbi-curated	KJ189263	10693	-	3	3III	Peru	2004	Homo sapiens
ncbi-curated	KJ189264	10693	-	3	3III	Peru	2004	Homo sapiens
ncbi-curated	KJ189265	10693	-	3	3III	Peru	2004	Homo sapiens
ncbi-curated	KJ189266	10696	-	3	3III	Peru	2004	Homo sapiens
ncbi-curated	KJ189267	10693	-	3	3III	Peru	2007	Homo sapiens
ncbi-curated	KJ189268	10692	-	3	3III	Peru	2007	Homo sapiens
ncbi-curated	KJ189269	10693	-	3	3III	Peru	2007	Homo sapiens
ncbi-curated	KJ189270	10693	-	3	3III	Peru	2007	Homo sapiens
ncbi-curated	KJ189271	10692	-	3	3III	Peru	2007	Homo sapiens
ncbi-curated	KJ189272	10693	-	3	3III	Peru	2007	Homo sapiens
ncbi-curated	KJ189273	10693	-	3	3III	Peru	2007	Homo sapiens
ncbi-curated	KJ189274	10695	-	3	3III	Peru	2007	Homo sapiens
ncbi-curated	KJ189275	10698	-	3	3III	Peru	2007	Homo sapiens
ncbi-curated	KJ189276	10693	-	3	3III	Peru	2007	Homo sapiens
ncbi-curated	KJ189277	10693	-	3	3III	Peru	2007	Homo sapiens
ncbi-curated	KJ189278	10694	-	3	3III	Peru	2007	Homo sapiens
ncbi-curated	KJ189279	10692	-	3	3III	Peru	2007	Homo sapiens
ncbi-curated	KJ189280	10692	-	3	3III	Peru	2007	Homo sapiens
ncbi-curated	KJ189281	10692	-	3	3III	Peru	2007	Homo sapiens
ncbi-curated	KJ189282	10695	-	3	3III	Peru	2007	Homo sapiens
ncbi-curated	KJ189283	10693	-	3	3III	Peru	2007	Homo sapiens
ncbi-curated	KJ189284	10693	-	3	3III	Peru	2008	Homo sapiens
ncbi-curated	KJ189285	10692	-	3	3III	Peru	2008	Homo sapiens
ncbi-curated	KJ189286	10697	-	3	3III	Peru	2008	Homo sapiens
ncbi-curated	KJ189287	10694	-	3	3III	Peru	2008	Homo sapiens
ncbi-curated	KJ189288	10697	-	3	3III	Peru	2008	Homo sapiens
ncbi-curated	KJ189289	10692	-	3	3III	Peru	2008	Homo sapiens
ncbi-curated	KJ189290	10692	-	3	3III	Peru	2008	Homo sapiens
ncbi-curated	KJ189291	10692	-	3	3III	Peru	2008	Homo sapiens
ncbi-curated	KJ189292	10696	-	3	3III	Peru	2009	Homo sapiens
ncbi-curated	KJ189293	10693	-	3	3III	Peru	2005	Homo sapiens
ncbi-curated	KJ189294	10692	-	3	3III	Peru	2006	Homo sapiens
ncbi-curated	KJ189295	10694	-	3	3III	Peru	2006	Homo sapiens
ncbi-curated	KJ189296	10697	-	3	3III	Peru	2006	Homo sapiens
ncbi-curated	KJ189297	10692	-	3	3III	Peru	2006	Homo sapiens
ncbi-curated	KJ189298	10692	-	3	3III	Peru	2008	Homo sapiens
ncbi-curated	KJ189299	10692	-	3	3III	Peru	2005	Homo sapiens
ncbi-curated	KJ189300	10692	-	3	3III	Peru	2008	Homo sapiens
ncbi-curated	KJ189301	10693	-	3	3III	Peru	2008	Homo sapiens
ncbi-curated	KJ189302	10445	-	1	1V	Colombia	1998	Homo sapiens
ncbi-curated	KJ189303	10445	-	1	1V	Colombia	1998	Homo sapiens
ncbi-curated	KJ189304	10447	-	1	1V	Colombia	2005	Homo sapiens
ncbi-curated	KJ189305	10478	-	2	2III	Colombia	2000	Homo sapiens
ncbi-curated	KJ189306	10445	-	1	1V	Mexico	2011	Homo sapiens
ncbi-curated	KJ189307	10445	-	1	1V	Mexico	2011	Homo sapiens
ncbi-curated	KJ189308	10477	-	2	2III	Mexico	2009	mosquito
ncbi-curated	KJ189309	10300	-	2	2III	Mexico	2010	mosquito
ncbi-curated	KJ189310	10520	-	2	2III	Mexico	2007	Homo sapiens
ncbi-curated	KJ189311	10715	-	2	2III	Mexico	2007	Homo sapiens
ncbi-curated	KJ189312	10444	-	1	1V	Mexico	2008	mosquito
ncbi-curated	KJ189313	10445	-	1	1V	Mexico	2008	mosquito
ncbi-curated	KJ189314	10450	-	1	1V	Mexico	2008	mosquito
ncbi-curated	KJ189315	10448	-	1	1V	Mexico	2008	mosquito
ncbi-curated	KJ189316	10445	-	1	1V	Mexico	2009	mosquito
ncbi-curated	KJ189317	10448	-	1	1V	Mexico	2007	Homo sapiens
ncbi-curated	KJ189318	10444	-	1	1V	Mexico	2007	Homo sapiens
ncbi-curated	KJ189319	10446	-	1	1V	Mexico	2007	Homo sapiens
ncbi-curated	KJ189320	10445	-	1	1V	Mexico	2007	Homo sapiens
ncbi-curated	KJ189321	10444	-	1	1V	Mexico	2007	Homo sapiens
ncbi-curated	KJ189322	10445	-	1	1V	Mexico	2007	Homo sapiens
ncbi-curated	KJ189323	10445	-	1	1V	Mexico	2007	Homo sapiens
ncbi-curated	KJ189324	10444	-	1	1V	Mexico	2007	Homo sapiens
ncbi-curated	KJ189325	10444	-	1	1V	Mexico	2007	Homo sapiens
ncbi-curated	KJ189326	10449	-	1	1V	Mexico	2007	Homo sapiens
ncbi-curated	KJ189327	10445	-	1	1V	Mexico	2007	Homo sapiens
ncbi-curated	KJ189328	10444	-	1	1V	Mexico	2007	Homo sapiens
ncbi-curated	KJ189329	10449	-	1	1V	Mexico	2007	Homo sapiens
ncbi-curated	KJ189330	10448	-	1	1V	Mexico	2007	Homo sapiens
ncbi-curated	KJ189331	10448	-	1	1V	Mexico	2008	Homo sapiens
ncbi-curated	KJ189332	10301	-	1	1V	Mexico	2008	Homo sapiens
ncbi-curated	KJ189333	10445	-	1	1V	Mexico	2008	Homo sapiens
ncbi-curated	KJ189334	10445	-	1	1V	Mexico	2008	Homo sapiens
ncbi-curated	KJ189335	10444	-	1	1V	Mexico	2008	Homo sapiens
ncbi-curated	KJ189336	10448	-	1	1V	Mexico	2008	Homo sapiens
ncbi-curated	KJ189337	10446	-	1	1V	Mexico	2008	Homo sapiens
ncbi-curated	KJ189338	10448	-	1	1V	Mexico	2008	Homo sapiens
ncbi-curated	KJ189339	10449	-	1	1V	Mexico	2008	Homo sapiens
ncbi-curated	KJ189340	10444	-	1	1V	Mexico	2008	Homo sapiens
ncbi-curated	KJ189341	10445	-	1	1V	Mexico	2009	Homo sapiens
ncbi-curated	KJ189342	10444	-	1	1V	Mexico	2009	Homo sapiens
ncbi-curated	KJ189343	10444	-	1	1V	Mexico	2009	Homo sapiens
ncbi-curated	KJ189344	10444	-	1	1V	Mexico	2009	Homo sapiens
ncbi-curated	KJ189345	10444	-	1	1V	Mexico	2009	Homo sapiens
ncbi-curated	KJ189346	10442	-	1	1V	Mexico	2009	Homo sapiens
ncbi-curated	KJ189347	10444	-	1	1V	Mexico	2009	Homo sapiens
ncbi-curated	KJ189348	10445	-	1	-	Mexico	2011	Homo sapiens
ncbi-curated	KJ189349	10384	-	1	-	Mexico	2011	Homo sapiens
ncbi-curated	KJ189350	10445	-	1	1V	Puerto Rico	2012	Homo sapiens
ncbi-curated	KJ189352	10448	-	1	1V	Puerto Rico	2012	Homo sapiens
ncbi-curated	KJ189353	10444	-	1	1V	Puerto Rico	2012	Homo sapiens
ncbi-curated	KJ189354	10443	-	1	1V	Puerto Rico	2012	Homo sapiens
ncbi-curated	KJ189355	10444	-	1	1V	Puerto Rico	2012	Homo sapiens
ncbi-curated	KJ189356	10442	-	1	1V	Puerto Rico	2012	Homo sapiens
ncbi-curated	KJ189357	10444	-	1	1V	Puerto Rico	2012	Homo sapiens
ncbi-curated	KJ189358	10444	-	1	1V	Puerto Rico	2012	Homo sapiens
ncbi-curated	KJ189359	10444	-	1	1V	Puerto Rico	2012	Homo sapiens
ncbi-curated	KJ189360	10265	-	1	1V	Puerto Rico	2010	Homo sapiens
ncbi-curated	KJ189361	10522	-	1	1V	Puerto Rico	2010	Homo sapiens
ncbi-curated	KJ189362	10456	-	1	1V	Puerto Rico	2010	Homo sapiens
ncbi-curated	KJ189363	10648	-	1	1V	Puerto Rico	2010	Homo sapiens
ncbi-curated	KJ189364	10444	-	1	1V	Puerto Rico	2010	Homo sapiens
ncbi-curated	KJ189365	10798	-	1	1V	Puerto Rico	2010	Homo sapiens
ncbi-curated	KJ189366	10453	-	1	1V	Puerto Rico	2010	Homo sapiens
ncbi-curated	KJ189367	10452	-	1	1V	Puerto Rico	2010	Homo sapiens
ncbi-curated	KJ189368	10480	-	1	1V	Mexico	2012	Homo sapiens
ncbi-curated	KJ189369	10456	-	1	1V	Mexico	2011	Homo sapiens
ncbi-curated	KJ189370	10481	-	2	2III	Mexico	2011	Homo sapiens
ncbi-curated	KJ438293	10724	-	1	1I	China: Guangzhou	2013	Homo sapiens
ncbi-curated	KJ438296	10735	-	1	1I	China: Guangzhou	2013	Homo sapiens
ncbi-curated	KJ579240	10649	-	4	4II	Brazil: Varzea Grande, MT	2012	Homo sapiens
ncbi-curated	KJ579241	10649	-	4	4II	Brazil: Varzea Grande, MT	2012	Homo sapiens
ncbi-curated	KJ579242	10649	-	4	4II	Brazil: Cuiaba, MT	2012	Homo sapiens
ncbi-curated	KJ579243	10649	-	4	4II	Brazil: Nossa Senhora do Livramento, MT	2012	Homo sapiens
ncbi-curated	KJ579244	10649	-	4	4II	Brazil: Varzea Grande, MT	2012	Homo sapiens
ncbi-curated	KJ579245	10649	-	4	4II	Brazil: Cuiaba, MT	2012	Homo sapiens
ncbi-curated	KJ579246	10649	-	4	4II	Brazil: Pocone, MT	2012	Homo sapiens
ncbi-curated	KJ579247	10650	-	4	4II	Brazil: Varzea Grande, MT	2012	Homo sapiens
ncbi-curated	KJ579248	10649	-	4	4II	Brazil: Pocone, MT	2012	Homo sapiens
ncbi-curated	KJ596658	10649	-	4	4II	Brazil: Cuiaba, MT	2012	Homo sapiens
ncbi-curated	KJ596659	10649	-	4	4II	Brazil: Varzea Grande, MT	2012	Homo sapiens
ncbi-curated	KJ596660	10649	-	4	4II	Brazil: Cuiaba, MT	2012	Homo sapiens
ncbi-curated	KJ596661	10649	-	4	4II	Brazil: Cuiaba, MT	2012	Homo sapiens
ncbi-curated	KJ596662	10649	-	4	4II	Brazil: Cuiaba, MT	2012	Homo sapiens
ncbi-curated	KJ596663	10649	-	4	4II	Brazil: Cuiaba, MT	2012	Homo sapiens
ncbi-curated	KJ596664	10649	-	4	4II	Brazil: Cuiaba, MT	2012	Homo sapiens
ncbi-curated	KJ596665	10649	-	4	4II	Brazil: Cuiaba, MT	2012	Homo sapiens
ncbi-curated	KJ596666	10649	-	4	4II	Brazil: Cuiaba, MT	2012	Homo sapiens
ncbi-curated	KJ596667	10649	-	4	4II	Brazil: Nossa Senhora do Livramento, MT	2012	Homo sapiens
ncbi-curated	KJ596668	10649	-	4	4II	Brazil: Cuiaba, MT	2012	Homo sapiens
ncbi-curated	KJ596669	10649	-	4	4II	Brazil: Cuiaba, MT	2012	Homo sapiens
ncbi-curated	KJ596670	10649	-	4	4II	Brazil: Pocone, MT	2012	Homo sapiens
ncbi-curated	KJ596671	10649	-	4	4II	Brazil: Varzea Grande, MT	2012	Homo sapiens
ncbi-curated	KJ596672	10649	-	4	4II	Brazil: Varzea Grande, MT	2012	Homo sapiens
ncbi-curated	KJ596673	10649	-	4	4II	Brazil: Cuiaba, MT	2012	Homo sapiens
ncbi-curated	KJ596674	10649	-	4	4II	Brazil: Cuiaba, MT	2012	Homo sapiens
ncbi-curated	KJ622191	10710	-	3	-	China	2013	Homo sapiens
ncbi-curated	KJ622192	10710	-	3	-	China	2013	Homo sapiens
ncbi-curated	KJ622193	10706	-	3	-	China	2013	Homo sapiens
ncbi-curated	KJ622194	10711	-	3	-	China	2013	Homo sapiens
ncbi-curated	KJ622195	10711	-	3	-	China	2013	Homo sapiens
ncbi-curated	KJ622196	10710	-	3	-	China	2013	Homo sapiens
ncbi-curated	KJ622197	10710	-	3	-	China	2013	Homo sapiens
ncbi-curated	KJ622198	10710	-	3	-	China	2013	Homo sapiens
ncbi-curated	KJ622199	10710	-	3	-	China	2013	Homo sapiens
ncbi-curated	KJ643590	10692	-	3	3III	Peru	2007	Homo sapiens
ncbi-curated	KJ701507	10656	-	2	2II	Pakistan	2013	Homo sapiens
ncbi-curated	KJ737429	10707	-	3	3II	Thailand	1994	Homo sapiens
ncbi-curated	KJ737430	10707	-	3	3II	Thailand	1983	Homo sapiens
ncbi-curated	KJ755855	10727	-	1	1I	India	2013	Homo sapiens
ncbi-curated	KJ830751	10635	-	3	3III	Saudi Arabia	2014	Homo sapiens
ncbi-curated	KJ918750	10723	-	2	2I	India	2007	Homo sapiens
ncbi-curated	KJ933413	10689	-	1	1IV	China: Jiangsu	2012	Homo sapiens
ncbi-curated	KM190936	10592	-	4	4II	Thailand	2006	Homo sapiens
ncbi-curated	KM190937	10267	-	3	3V	Philippines	1964	Homo sapiens
ncbi-curated	KM217156	10656	-	2	2II	Pakistan	2011	Homo sapiens
ncbi-curated	KM217157	10656	-	2	2II	Pakistan	2011	Homo sapiens
ncbi-curated	KM217158	10656	-	2	2II	Pakistan	2013	Homo sapiens
ncbi-curated	KP140942	10565	-	4	-	Haiti	2014	Homo sapiens
ncbi-curated	KP188539	10416	-	1	-	Brazil	2010	Homo sapiens
ncbi-curated	KP188540	10699	-	1	1V	Brazil	2011	Homo sapiens
ncbi-curated	KP188541	10490	-	1	1V	Brazil	2011	Homo sapiens
ncbi-curated	KP188542	10607	-	1	1V	Brazil	2011	Homo sapiens
ncbi-curated	KP188543	10917	-	1	-	Brazil	2012	Homo sapiens
ncbi-curated	KP188544	10917	-	1	-	Brazil: SP, Sao Jose do Rio Preto	2012	Homo sapiens
ncbi-curated	KP188545	10621	-	1	-	Brazil	2013	Homo sapiens
ncbi-curated	KP188546	10663	-	1	-	Brazil	2013	Homo sapiens
ncbi-curated	KP188547	10776	-	1	-	Brazil: SP, Sao Jose do Rio Preto	2013	Homo sapiens
ncbi-curated	KP188548	10647	-	1	-	Brazil: SP, Sao Jose do Rio Preto	2013	Homo sapiens
ncbi-curated	KP188549	10783	-	2	2III	Brazil	2006	Homo sapiens
ncbi-curated	KP188550	10708	-	2	2III	Brazil	2008	Homo sapiens
ncbi-curated	KP188551	10603	-	2	2III	Brazil	2012	Homo sapiens
ncbi-curated	KP188552	10527	-	2	2III	Brazil	2012	Homo sapiens
ncbi-curated	KP188553	10403	-	2	2III	Brazil	2013	Homo sapiens
ncbi-curated	KP188554	10699	-	2	2III	Brazil	2013	Homo sapiens
ncbi-curated	KP188555	10657	-	2	2III	Brazil	2013	Homo sapiens
ncbi-curated	KP188556	10526	-	2	2III	Brazil	2013	Homo sapiens
ncbi-curated	KP188557	10425	-	4	4II	Brazil	2012	Homo sapiens
ncbi-curated	KP188558	10572	-	4	4II	Brazil	2012	Homo sapiens
ncbi-curated	KP188559	10372	-	4	4II	Brazil	2012	Homo sapiens
ncbi-curated	KP188560	10576	-	4	4II	Brazil	2012	Homo sapiens
ncbi-curated	KP188561	10438	-	4	4II	Brazil	2012	Homo sapiens
ncbi-curated	KP188562	10649	-	4	4II	Brazil	2012	Homo sapiens
ncbi-curated	KP188563	10654	-	4	4II	Brazil	2013	Homo sapiens
ncbi-curated	KP188564	10618	-	4	4II	Brazil	2013	Homo sapiens
ncbi-curated	KP188565	10355	-	4	4II	Brazil	2013	Homo sapiens
ncbi-curated	KP188566	10426	-	4	4II	Brazil	2013	Homo sapiens
ncbi-curated	KP188567	10618	-	1	-	Brazil	2013	Homo sapiens
ncbi-curated	KP188568	10607	-	1	-	Brazil	2014	Homo sapiens
ncbi-curated	KP188569	10420	-	2	2III	Brazil	2014	Homo sapiens
ncbi-curated	KP398852	10735	-	1	1I	Sri Lanka	2014	Homo sapiens
ncbi-curated	KP686070	10670	-	1	-	China: Henan	2014	Homo sapiens
ncbi-curated	KP723479	10723	-	2	2II	China: Guangdong	2010	Homo sapiens
ncbi-curated	KP723482	10653	-	4	-	China: Guangdong	2010	Homo sapiens
ncbi-curated	KP772252	10735	-	1	1I	China	2014	-
ncbi-curated	KP792537	10651	-	4	-	Singapore	2011	Homo sapiens
ncbi-curated	KR028435	10672	-	1	1I	China: Guangzhou	2014	Homo sapiens
ncbi-curated	KR052012	10714	-	1	-	China	2014	-
ncbi-curated	KR071622	10715	-	1	-	China	2014	-
ncbi-curated	KR296743	10710	-	3	-	China	2013	-
ncbi-curated	KR296744	10702	-	3	-	China	2013	-
ncbi-curated	KR779782	10723	-	2	2II	Singapore	2007	Homo sapiens
ncbi-curated	KR779783	10713	-	1	-	Singapore	2011	Homo sapiens
ncbi-curated	KR779786	10723	-	2	2II	Singapore	2013	Homo sapiens
ncbi-curated	KR922405	10164	-	4	4I	Thailand	2011	Homo sapiens
ncbi-curated	KT026308	10551	-	4	4I	Thailand	2011	Homo sapiens
ncbi-curated	KT026309	10384	-	4	4I	Thailand	2011	Homo sapiens
ncbi-curated	KT026310	10414	-	4	4I	Thailand	2011	Homo sapiens
ncbi-curated	KT187553	10723	-	2	2II	China: Guangdong	2014	Homo sapiens
ncbi-curated	KT187554	10723	-	2	2II	China: Guangdong	2014	Homo sapiens
ncbi-curated	KT187555	10723	-	2	2II	China: Guangdong	2014	Homo sapiens
ncbi-curated	KT187556	10723	-	2	2II	China: Guangdong	2014	Homo sapiens
ncbi-curated	KT187557	10723	-	2	2II	China: Guangdong	2014	Homo sapiens
ncbi-curated	KT187558	10723	-	2	2II	China: Guangdong	2014	Homo sapiens
ncbi-curated	KT187559	10714	-	1	-	China: Guangdong	2014	Homo sapiens
ncbi-curated	KT187560	10714	-	1	-	China: Guangdong	2014	Homo sapiens
ncbi-curated	KT187561	10714	-	1	-	China: Guangdong	2014	Homo sapiens
ncbi-curated	KT187562	10714	-	1	-	China: Guangdong	2014	Homo sapiens
ncbi-curated	KT187563	10714	-	1	-	China: Guangdong	2014	Homo sapiens
ncbi-curated	KT187564	10735	-	1	1I	China: Guangdong	2014	Homo sapiens
ncbi-curated	KT276273	10649	-	4	-	Haiti	2014	Homo sapiens
ncbi-curated	KT424097	10681	-	3	-	Thailand	2014	Pythium insidiosum
ncbi-curated	KT445955	10092	-	1	1I	Sri Lanka	2012	-
ncbi-curated	KT445956	10080	-	1	1I	Sri Lanka	2012	-
ncbi-curated	KT445957	10087	-	1	1I	Sri Lanka	2012	-
ncbi-curated	KT445958	10080	-	1	1I	Sri Lanka	2012	-
ncbi-curated	KT445959	10084	-	1	1I	Sri Lanka	2012	-
ncbi-curated	KT445960	10088	-	1	1I	Sri Lanka	2012	-
ncbi-curated	KT445961	10084	-	1	1I	Sri Lanka	2012	-
ncbi-curated	KT445962	10084	-	1	1I	Sri Lanka	2012	-
ncbi-curated	KT445963	10088	-	1	1I	Sri Lanka	2012	-
ncbi-curated	KT827364	10611	-	1	1IV	China: Guangzhou, Guangdong Province	2002	Homo sapiens
ncbi-curated	KT827365	10575	-	1	1I	China: Guangzhou, Guangdong Province	2006	Homo sapiens
ncbi-curated	KT827366	10616	-	1	1IV	China: Guangzhou, Guangdong Province	2007	Homo sapiens
ncbi-curated	KT827367	10592	-	1	1IV	China: Guangzhou, Guangdong Province	2010	Homo sapiens
ncbi-curated	KT827368	10556	-	1	1I	China: Guangzhou, Guangdong Province	2007	Homo sapiens
ncbi-curated	KT827369	10573	-	1	1I	China: Guangzhou, Guangdong Province	2011	Homo sapiens
ncbi-curated	KT827370	10602	-	1	1I	China: Guangzhou, Guangdong Province	2013	Homo sapiens
ncbi-curated	KT827371	10585	-	1	-	China: Guangzhou, Guangdong Province	2014	Homo sapiens
ncbi-curated	KT827372	10624	-	1	1I	China: Guangzhou, Guangdong Province	2014	Homo sapiens
ncbi-curated	KT827373	10600	-	1	1I	China: Guangzhou, Guangdong Province	2014	Homo sapiens
ncbi-curated	KT827374	10596	-	1	-	China: Guangzhou, Guangdong Province	2014	Homo sapiens
ncbi-curated	KT827375	10594	-	1	-	China: Guangzhou, Guangdong Province	2014	Homo sapiens
ncbi-curated	KT827376	10615	-	1	1I	China: Guangzhou, Guangdong Province	2014	Homo sapiens
ncbi-curated	KT827377	10594	-	1	-	China: Guangzhou, Guangdong Province	2014	Homo sapiens
ncbi-curated	KT827378	10606	-	1	-	China: Guangzhou, Guangdong Province	2015	Homo sapiens
ncbi-curated	KT827379	10627	-	1	1I	China: Guangzhou, Guangdong Province	2015	Homo sapiens
ncbi-curated	KU094070	10723	-	2	-	China	2015	Homo sapiens
ncbi-curated	KU094071	10736	-	1	-	China	2015	Homo sapiens
ncbi-curated	KU216208	10672	-	3	3III	India	2013	Homo sapiens
ncbi-curated	KU216209	10674	-	3	3III	India	2013	Homo sapiens
ncbi-curated	KU365900	10689	-	1	1I	Taiwan	2014	Homo sapiens
ncbi-curated	KU365901	10638	-	2	2II	Taiwan	2015	Homo sapiens
ncbi-curated	KU365902	10638	-	2	2II	Taiwan	2015	Homo sapiens
ncbi-curated	KU365903	10638	-	2	2II	Taiwan	2015	Homo sapiens
ncbi-curated	KU509265	10593	-	1	1I	-	2012	Homo sapiens
ncbi-curated	KU509266	10665	-	1	1I	Thailand	2012	Homo sapiens
ncbi-curated	KU509267	10567	-	2	2III	Guatemala	2010	Homo sapiens
ncbi-curated	KU509268	10523	-	2	2II	Indonesia: Bali	2009	Homo sapiens
ncbi-curated	KU509269	10557	-	2	-	Philippines	2009	Homo sapiens
ncbi-curated	KU509270	10536	-	2	2II	-	2012	Homo sapiens
ncbi-curated	KU509271	10546	-	2	2II	India	2006	Homo sapiens
ncbi-curated	KU509272	10262	-	2	2II	Thailand	2009	Homo sapiens
ncbi-curated	KU509273	10543	-	2	-	Thailand	2011	Homo sapiens
ncbi-curated	KU509274	10540	-	2	-	Philippines	2010	Homo sapiens
ncbi-curated	KU509275	10455	-	2	-	Philippines	2008	Homo sapiens
ncbi-curated	KU509276	10395	-	2	-	Philippines	2008	Homo sapiens
ncbi-curated	KU509277	10551	-	2	-	Philippines	2010	Homo sapiens
ncbi-curated	KU509278	10270	-	3	3III	Barbados	2007	Homo sapiens
ncbi-curated	KU509279	10312	-	3	-	Philippines	2008	Homo sapiens
ncbi-curated	KU509280	10261	-	3	3II	Thailand: Ko Samui	2011	Homo sapiens
ncbi-curated	KU509281	10259	-	3	3III	India	2009	Homo sapiens
ncbi-curated	KU509282	10568	-	3	3III	Senegal	2009	Homo sapiens
ncbi-curated	KU509283	10336	-	3	3III	Sri Lanka	2006	Homo sapiens
ncbi-curated	KU509284	10490	-	3	3II	Thailand	2008	Homo sapiens
