sequenceID	fasta_name	Country	collection_date	serotype	old_genotype	genotype	major_lineage	minor_lineage	trimmed_coverage	source
MN018320	MN018320.1|2015-05-27	China	27/05/2015	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MG840551	MG840551.1|2015	China	2015	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
JN054256	JN054256.1|2009	Sri_Lanka	2009	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
HQ891314	HQ891314.1|2009	Sri_Lanka	2009	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
KY586439	KY586439.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
KY586438	KY586438.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
KY586434	KY586434.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
KY586435	KY586435.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
KY586433	KY586433.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
KY586436	KY586436.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
KY586437	KY586437.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MK167005	MK167005.1|2017-10-10	China	10/10/2017	DENV1	1I	1I	1I_H	1I_H.1	0.78	genbank
MK167006	MK167006.1|2017-10-21	China	21/10/2017	DENV1	1I	1I	1I_H	1I_H.1	0.78	genbank
MK166997	MK166997.1|2017-10-29	China	29/10/2017	DENV1	1I	1I	1I_H	1I_H.1	0.78	genbank
MK167018	MK167018.1|2017-10-31	China	31/10/2017	DENV1	1I	1I	1I_H	1I_H.1	0.78	genbank
MK166992	MK166992.1|2017-10-20	China	20/10/2017	DENV1	1I	1I	1I_H	1I_H.1	0.78	genbank
MK167003	MK167003.1|2017-10-23	China	23/10/2017	DENV1	1I	1I	1I_H	1I_H.1	0.77	genbank
MK167013	MK167013.1|2017-10-29	China	29/10/2017	DENV1	1I	1I	1I_H	1I_H.1	0.78	genbank
MG679800	MG679800.1|2017-10-27	Myanmar	27/10/2017	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW793700	MW793700.1|2018-08	Myanmar	2018-08	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW793703	MW793703.1|2019-07	Myanmar	2019-07	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW793702	MW793702.1|2018-10	Myanmar	2018-10	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MN923081	MN923081.1|2019-09-28	China	28/09/2019	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW793701	MW793701.1|2018-07	Myanmar	2018-07	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW793697	MW793697.1|2017-06	Myanmar	2017-06	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW793699	MW793699.1|2018-12	Myanmar	2018-12	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW793696	MW793696.1|2017-09	Myanmar	2017-09	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW793698	MW793698.1|2019-06	Myanmar	2019-06	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW386867	MW386867.1|2019-10	China	2019-10	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
LC410183	LC410183.1|2017-04	Thailand	2017-04	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MG679801	MG679801.1|2017-10-27	Myanmar	27/10/2017	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW793704	MW793704.1|2018-11	Myanmar	2018-11	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW793705	MW793705.1|2019-05	Myanmar	2019-05	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW793706	MW793706.1|2019-04	Myanmar	2019-04	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
KY672936	KY672936.1|2015-07-06	China	06/07/2015	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
KY672935	KY672935.1|2015-10-17	China	17/10/2015	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
KY672934	KY672934.1|2015-10-22	China	22/10/2015	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
KJ806941	KJ806941.2|2013	Singapore	2013	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW946157	MW946157.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW946187	MW946187.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
KY586426	KY586426.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
KY586427	KY586427.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW945784	MW945784.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
KY586428	KY586428.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW946150	MW946150.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW945994	MW945994.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW946084	MW946084.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW945843	MW945843.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW946033	MW946033.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MN886915	MN886915.1|2006-12-30	China	30/12/2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MN886924	MN886924.1|2006-12-30	China	30/12/2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
FJ196844	FJ196844.1|2006	China	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
KT827365	KT827365.1|2006	China	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
KX225491	KX225491.1|2015	China	2015	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
FJ176779	FJ176779.1|2006	China	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW946155	MW946155.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW946186	MW946186.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
KY586429	KY586429.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW945775	MW945775.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW945903	MW945903.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW945804	MW945804.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW946143	MW946143.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW945899	MW945899.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW945935	MW945935.1|2014	Thailand	2014	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW945945	MW945945.1|2014	Thailand	2014	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW945943	MW945943.1|2014	Thailand	2014	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
KY672943	KY672943.1|2013-10-08	China	08/10/2013	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW946242	MW946242.1|2013	Thailand	2013	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW793707	MW793707.1|2017-06	Myanmar	2017-06	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MW793708	MW793708.1|2017-07	Myanmar	2017-07	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MN886914	MN886914.1|2013-12-30	China	30/12/2013	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
KX225490	KX225490.1|2015	China	2015	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MF033210	MF033210.1|2013-08	Singapore	2013-08	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
KY672932	KY672932.1|2015-06-14	China	14/06/2015	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
KY672931	KY672931.1|2015-06-09	China	09/06/2015	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
MF033202	MF033202.1|2012-08	Singapore	2012-08	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
KY586430	KY586430.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
KY586431	KY586431.1|2009	Thailand	2009	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
KY586432	KY586432.1|2006	Thailand	2006	DENV1	1I	1I	1I_H	1I_H.1	1	genbank
GU131829	GU131829.1|2008	Vietnam	2008	DENV1	1I	1I	1I_H	1I_H.2	1	genbank
FJ461307	FJ461307.1|2008	Vietnam	2008	DENV1	1I	1I	1I_H	1I_H.2	1	genbank
GU131736	GU131736.1|2008	Vietnam	2008	DENV1	1I	1I	1I_H	1I_H.2	1	genbank
GU131712	GU131712.1|2008	Vietnam	2008	DENV1	1I	1I	1I_H	1I_H.2	1	genbank
GU131802	GU131802.1|2008	Vietnam	2008	DENV1	1I	1I	1I_H	1I_H.2	1	genbank
GU131709	GU131709.1|2008	Vietnam	2008	DENV1	1I	1I	1I_H	1I_H.2	1	genbank
GU131749	GU131749.1|2008	Vietnam	2008	DENV1	1I	1I	1I_H	1I_H.2	1	genbank
FJ461328	FJ461328.1|2007	Vietnam	2007	DENV1	1I	1I	1I_H	1I_H.2	1	genbank
HM181965	HM181965.1|2008	Vietnam	2008	DENV1	1I	1I	1I_H	1I_H.2	1	genbank
GU131801	GU131801.1|2008	Vietnam	2008	DENV1	1I	1I	1I_H	1I_H.2	1	genbank
GU131678	GU131678.1|2008	Vietnam	2008	DENV1	1I	1I	1I_H	1I_H.2	1	genbank
GU131773	GU131773.1|2008	Vietnam	2008	DENV1	1I	1I	1I_H	1I_H.2	1	genbank
FJ410286	FJ410286.1|2008	Vietnam	2008	DENV1	1I	1I	1I_H	1I_H.2	1	genbank
GU131680	GU131680.1|2008	Vietnam	2008	DENV1	1I	1I	1I_H	1I_H.2	1	genbank
GU131711	GU131711.1|2008	Vietnam	2008	DENV1	1I	1I	1I_H	1I_H.2	1	genbank
GU131764	GU131764.1|2008	Vietnam	2008	DENV1	1I	1I	1I_H	1I_H.2	1	genbank
FJ410220	FJ410220.1|2008	Vietnam	2008	DENV1	1I	1I	1I_H	1I_H.2	1	genbank
GU131713	GU131713.1|2008	Vietnam	2008	DENV1	1I	1I	1I_H	1I_H.2	1	genbank
GU131830	GU131830.1|2008	Vietnam	2008	DENV1	1I	1I	1I_H	1I_H.2	1	genbank
JF937619	JF937619.1|2008	Vietnam	2008	DENV1	1I	1I	1I_H	1I_H.2	1	genbank
FJ410212	FJ410212.1|2007	Vietnam	2007	DENV1	1I	1I	1I_H	1I_H.2	1	genbank
EU482811	EU482811.1|2006	Vietnam	2006	DENV1	1I	1I	1I_H	1I_H.2	1	genbank
HM181952	HM181952.1|2007	Cambodia	2007	DENV1	1I	1I	1I_H	1I_H.2	1	genbank
MW945966	MW945966.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586422	KY586422.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586421	KY586421.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586419	KY586419.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586420	KY586420.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
AB608787	AB608787.1|2008	Taiwan	2008	DENV1	1I	1I	1I_H		1	genbank
MW945988	MW945988.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW946173	MW946173.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW946113	MW946113.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586425	KY586425.1|2007	Thailand	2007	DENV1	1I	1I	1I_H		1	genbank
KY586424	KY586424.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586423	KY586423.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW945932	MW945932.1|2003	Thailand	2003	DENV1	1I	1I	1I_H		1	genbank
KY586441	KY586441.1|2005	Thailand	2005	DENV1	1I	1I	1I_H		1	genbank
KY586440	KY586440.1|2005	Thailand	2005	DENV1	1I	1I	1I_H		1	genbank
MW946227	MW946227.1|2002	Thailand	2002	DENV1	1I	1I	1I_H		1	genbank
MW946197	MW946197.1|2003	Thailand	2003	DENV1	1I	1I	1I_H		1	genbank
KY586442	KY586442.1|2003	Thailand	2003	DENV1	1I	1I	1I_H		1	genbank
MW946114	MW946114.1|2002	Thailand	2002	DENV1	1I	1I	1I_H		1	genbank
MW945916	MW945916.1|2004	Thailand	2004	DENV1	1I	1I	1I_H		1	genbank
MW946051	MW946051.1|2004	Thailand	2004	DENV1	1I	1I	1I_H		1	genbank
KY586443	KY586443.1|2004	Thailand	2004	DENV1	1I	1I	1I_H		1	genbank
KY586444	KY586444.1|2007	Thailand	2007	DENV1	1I	1I	1I_H		1	genbank
MW945792	MW945792.1|2003	Thailand	2003	DENV1	1I	1I	1I_H		1	genbank
MW946097	MW946097.1|2005	Thailand	2005	DENV1	1I	1I	1I_H		1	genbank
KY586445	KY586445.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586446	KY586446.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW945800	MW945800.1|2004	Thailand	2004	DENV1	1I	1I	1I_H		1	genbank
MW946005	MW946005.1|2004	Thailand	2004	DENV1	1I	1I	1I_H		1	genbank
MW945924	MW945924.1|2005	Thailand	2005	DENV1	1I	1I	1I_H		1	genbank
MW946063	MW946063.1|2004	Thailand	2004	DENV1	1I	1I	1I_H		1	genbank
MW946198	MW946198.1|2005	Thailand	2005	DENV1	1I	1I	1I_H		1	genbank
ON038482	ON038482.1|2005-01-30	Thailand	30/01/2005	DENV1	1I	1I	1I_H		1	genbank
KY586451	KY586451.1|2004	Thailand	2004	DENV1	1I	1I	1I_H		1	genbank
KY586450	KY586450.1|2004	Thailand	2004	DENV1	1I	1I	1I_H		1	genbank
MW946039	MW946039.1|2005	Thailand	2005	DENV1	1I	1I	1I_H		1	genbank
MW946066	MW946066.1|2005	Thailand	2005	DENV1	1I	1I	1I_H		1	genbank
KY586448	KY586448.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586449	KY586449.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW946023	MW946023.1|2004	Thailand	2004	DENV1	1I	1I	1I_H		1	genbank
MW946057	MW946057.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW946231	MW946231.1|2005	Thailand	2005	DENV1	1I	1I	1I_H		1	genbank
MW946028	MW946028.1|2005	Thailand	2005	DENV1	1I	1I	1I_H		1	genbank
KY586447	KY586447.1|2004	Thailand	2004	DENV1	1I	1I	1I_H		1	genbank
MW946025	MW946025.1|2004	Thailand	2004	DENV1	1I	1I	1I_H		1	genbank
MW946237	MW946237.1|2004	Thailand	2004	DENV1	1I	1I	1I_H		1	genbank
MW945944	MW945944.1|2004	Thailand	2004	DENV1	1I	1I	1I_H		1	genbank
MW945809	MW945809.1|1995	Thailand	1995	DENV1	1I	1I	1I_H		1	genbank
MW945939	MW945939.1|1995	Thailand	1995	DENV1	1I	1I	1I_H		1	genbank
MW945905	MW945905.1|1995	Thailand	1995	DENV1	1I	1I	1I_H		1	genbank
MW946168	MW946168.1|1995	Thailand	1995	DENV1	1I	1I	1I_H		1	genbank
MW945955	MW945955.1|2003	Thailand	2003	DENV1	1I	1I	1I_H		1	genbank
MW945997	MW945997.1|2002	Thailand	2002	DENV1	1I	1I	1I_H		1	genbank
MW946211	MW946211.1|2003	Thailand	2003	DENV1	1I	1I	1I_H		1	genbank
MW945855	MW945855.1|2001	Thailand	2001	DENV1	1I	1I	1I_H		1	genbank
MW946056	MW946056.1|2003	Thailand	2003	DENV1	1I	1I	1I_H		1	genbank
KY586452	KY586452.1|2002	Thailand	2002	DENV1	1I	1I	1I_H		1	genbank
MW946000	MW946000.1|2001	Thailand	2001	DENV1	1I	1I	1I_H		1	genbank
KY586453	KY586453.1|2002	Thailand	2002	DENV1	1I	1I	1I_H		1	genbank
KY849706	KY849706.1|2008-10-22	Lao	22/10/2008	DENV1	1I	1I	1I_H		1	genbank
KY849739	KY849739.1|2010-10-19	Lao	19/10/2010	DENV1	1I	1I	1I_H		1	genbank
KY849728	KY849728.1|2009-12-04	Lao	04/12/2009	DENV1	1I	1I	1I_H		1	genbank
KY849725	KY849725.1|2009-09-03	Lao	03/09/2009	DENV1	1I	1I	1I_H		1	genbank
KY849702	KY849702.1|2010-07-24	Lao	24/07/2010	DENV1	1I	1I	1I_H		1	genbank
KY849703	KY849703.1|2010-08-17	Lao	17/08/2010	DENV1	1I	1I	1I_H		1	genbank
KY849730	KY849730.1|2010-07-18	Lao	18/07/2010	DENV1	1I	1I	1I_H		1	genbank
KY849747	KY849747.1|2010-07-06	Lao	06/07/2010	DENV1	1I	1I	1I_H		1	genbank
KY849738	KY849738.1|2010-10-18	Lao	18/10/2010	DENV1	1I	1I	1I_H		1	genbank
KY849746	KY849746.1|2009-08-12	Lao	12/08/2009	DENV1	1I	1I	1I_H		1	genbank
KY849724	KY849724.1|2009-07-07	Lao	07/07/2009	DENV1	1I	1I	1I_H		1	genbank
KY849729	KY849729.1|2009-12-24	Lao	24/12/2009	DENV1	1I	1I	1I_H		1	genbank
MZ857203	MZ857203.1|2010	Gambia	2010	DENV1	1I	1I	1I_H		1	genbank
KY849732	KY849732.1|2010-07-27	Lao	27/07/2010	DENV1	1I	1I	1I_H		1	genbank
KY849737	KY849737.1|2010-10-13	Lao	13/10/2010	DENV1	1I	1I	1I_H		1	genbank
KY849736	KY849736.1|2010-08-30	Lao	30/08/2010	DENV1	1I	1I	1I_H		1	genbank
MW946172	MW946172.1|2011	Thailand	2011	DENV1	1I	1I	1I_H		1	genbank
MW945936	MW945936.1|2011	Thailand	2011	DENV1	1I	1I	1I_H		1	genbank
MW946110	MW946110.1|2010	Thailand	2010	DENV1	1I	1I	1I_H		1	genbank
KY849731	KY849731.1|2010-07-23	Lao	23/07/2010	DENV1	1I	1I	1I_H		1	genbank
MW946218	MW946218.1|2010	Thailand	2010	DENV1	1I	1I	1I_H		1	genbank
ON038485	ON038485.1|2010-11-12	Thailand	12/11/2010	DENV1	1I	1I	1I_H		1	genbank
MW945981	MW945981.1|2010	Thailand	2010	DENV1	1I	1I	1I_H		1	genbank
KY849726	KY849726.1|2009-09-24	Lao	24/09/2009	DENV1	1I	1I	1I_H		1	genbank
KY849733	KY849733.1|2010-08-23	Lao	23/08/2010	DENV1	1I	1I	1I_H		1	genbank
KY849735	KY849735.1|2010-08-26	Lao	26/08/2010	DENV1	1I	1I	1I_H		1	genbank
KY849734	KY849734.1|2010-08-26	Lao	26/08/2010	DENV1	1I	1I	1I_H		1	genbank
KY586460	KY586460.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW945838	MW945838.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW946142	MW946142.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW945825	MW945825.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586459	KY586459.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW945828	MW945828.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW945857	MW945857.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW945929	MW945929.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW945954	MW945954.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW946112	MW946112.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW946183	MW946183.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586461	KY586461.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW946031	MW946031.1|2005	Thailand	2005	DENV1	1I	1I	1I_H		1	genbank
MW946139	MW946139.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW946213	MW946213.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586462	KY586462.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586455	KY586455.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586458	KY586458.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586456	KY586456.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586457	KY586457.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586454	KY586454.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW945789	MW945789.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW946181	MW946181.1|2005	Thailand	2005	DENV1	1I	1I	1I_H		1	genbank
MW945983	MW945983.1|2004	Thailand	2004	DENV1	1I	1I	1I_H		1	genbank
MW946152	MW946152.1|2005	Thailand	2005	DENV1	1I	1I	1I_H		1	genbank
KY586463	KY586463.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586464	KY586464.1|2005	Thailand	2005	DENV1	1I	1I	1I_H		1	genbank
KY586465	KY586465.1|2004	Thailand	2004	DENV1	1I	1I	1I_H		1	genbank
MW945880	MW945880.1|2003	Thailand	2003	DENV1	1I	1I	1I_H		1	genbank
KY586466	KY586466.1|2002	Thailand	2002	DENV1	1I	1I	1I_H		1	genbank
KY586467	KY586467.1|2001	Thailand	2001	DENV1	1I	1I	1I_H		1	genbank
MW945958	MW945958.1|2003	Thailand	2003	DENV1	1I	1I	1I_H		1	genbank
MW945962	MW945962.1|2003	Thailand	2003	DENV1	1I	1I	1I_H		1	genbank
MW946149	MW946149.1|2003	Thailand	2003	DENV1	1I	1I	1I_H		1	genbank
MW946001	MW946001.1|2003	Thailand	2003	DENV1	1I	1I	1I_H		1	genbank
MW946022	MW946022.1|2002	Thailand	2002	DENV1	1I	1I	1I_H		1	genbank
MW945922	MW945922.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW946161	MW946161.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW945949	MW945949.1|2001	Thailand	2001	DENV1	1I	1I	1I_H		1	genbank
MW946109	MW946109.1|2003	Thailand	2003	DENV1	1I	1I	1I_H		1	genbank
ON038478	ON038478.1|2003-05-24	Thailand	24/05/2003	DENV1	1I	1I	1I_H		1	genbank
MW945978	MW945978.1|2000	Thailand	2000	DENV1	1I	1I	1I_H		1	genbank
MW946235	MW946235.1|2001	Thailand	2001	DENV1	1I	1I	1I_H		1	genbank
KY586469	KY586469.1|2001	Thailand	2001	DENV1	1I	1I	1I_H		1	genbank
KY586468	KY586468.1|2001	Thailand	2001	DENV1	1I	1I	1I_H		1	genbank
MW946067	MW946067.1|2003	Thailand	2003	DENV1	1I	1I	1I_H		1	genbank
KY586414	KY586414.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW946176	MW946176.1|2002	Thailand	2002	DENV1	1I	1I	1I_H		1	genbank
MW945837	MW945837.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW946095	MW946095.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW946017	MW946017.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586411	KY586411.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586412	KY586412.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW945862	MW945862.1|2004	Thailand	2004	DENV1	1I	1I	1I_H		1	genbank
MW946081	MW946081.1|2004	Thailand	2004	DENV1	1I	1I	1I_H		1	genbank
MW945928	MW945928.1|2004	Thailand	2004	DENV1	1I	1I	1I_H		1	genbank
MW946072	MW946072.1|2004	Thailand	2004	DENV1	1I	1I	1I_H		1	genbank
ON038480	ON038480.1|2004-06-13	Thailand	13/06/2004	DENV1	1I	1I	1I_H		1	genbank
MW945904	MW945904.1|2004	Thailand	2004	DENV1	1I	1I	1I_H		1	genbank
MW946182	MW946182.1|2004	Thailand	2004	DENV1	1I	1I	1I_H		1	genbank
MW946003	MW946003.1|2002	Thailand	2002	DENV1	1I	1I	1I_H		1	genbank
KY586413	KY586413.1|2002	Thailand	2002	DENV1	1I	1I	1I_H		1	genbank
MW946015	MW946015.1|2002	Thailand	2002	DENV1	1I	1I	1I_H		1	genbank
KY586408	KY586408.1|2002	Thailand	2002	DENV1	1I	1I	1I_H		1	genbank
MW946223	MW946223.1|2003	Thailand	2003	DENV1	1I	1I	1I_H		1	genbank
KY586407	KY586407.1|2002	Thailand	2002	DENV1	1I	1I	1I_H		1	genbank
KY586406	KY586406.1|2002	Thailand	2002	DENV1	1I	1I	1I_H		1	genbank
KY586405	KY586405.1|2002	Thailand	2002	DENV1	1I	1I	1I_H		1	genbank
MW945864	MW945864.1|2003	Thailand	2003	DENV1	1I	1I	1I_H		1	genbank
MW945876	MW945876.1|2003	Thailand	2003	DENV1	1I	1I	1I_H		1	genbank
MW946156	MW946156.1|2003	Thailand	2003	DENV1	1I	1I	1I_H		1	genbank
MW946234	MW946234.1|2002	Thailand	2002	DENV1	1I	1I	1I_H		1	genbank
MW946170	MW946170.1|2002	Thailand	2002	DENV1	1I	1I	1I_H		1	genbank
MW945898	MW945898.1|2002	Thailand	2002	DENV1	1I	1I	1I_H		1	genbank
KY586409	KY586409.1|2004	Thailand	2004	DENV1	1I	1I	1I_H		1	genbank
ON038479	ON038479.1|2003-09-28	Thailand	28/09/2003	DENV1	1I	1I	1I_H		1	genbank
MW945894	MW945894.1|2002	Thailand	2002	DENV1	1I	1I	1I_H		1	genbank
MW946002	MW946002.1|2003	Thailand	2003	DENV1	1I	1I	1I_H		1	genbank
MW945996	MW945996.1|2001	Thailand	2001	DENV1	1I	1I	1I_H		1	genbank
MW945918	MW945918.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586387	KY586387.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586388	KY586388.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW945803	MW945803.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW946164	MW946164.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586389	KY586389.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW946070	MW946070.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
MW946132	MW946132.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586390	KY586390.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY849741	KY849741.1|2008-10-06	Lao	06/10/2008	DENV1	1I	1I	1I_H		1	genbank
KC172834	KC172834.1|2008-10-06	Lao	06/10/2008	DENV1	1I	1I	1I_H		1	genbank
KY586383	KY586383.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586384	KY586384.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586385	KY586385.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586386	KY586386.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586391	KY586391.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
KY586392	KY586392.1|2006	Thailand	2006	DENV1	1I	1I	1I_H		1	genbank
